snapped_at,price,market_cap,total_volume
2020-10-02 00:00:00 UTC,1.0002773209873377,0.0,67132.31945211804
2020-10-03 00:00:00 UTC,1.0002773209873377,0.0,67132.31945211804
2020-10-04 00:00:00 UTC,0.9994339870915703,0.0,3303.3790624343173
2020-10-05 00:00:00 UTC,1.0031146103040014,0.0,351.0815044454756
2020-10-06 00:00:00 UTC,1.0041466105385637,0.0,216.46589312701926
2020-10-07 00:00:00 UTC,1.0121023513923335,0.0,16.193637622277336
2020-10-08 00:00:00 UTC,0.9993846123198507,0.0,205.87320459546044
2020-10-09 00:00:00 UTC,1.001813051150634,0.0,1234.5980849430184
2020-10-10 00:00:00 UTC,0.9673368078750699,0.0,94.25716942480587
2020-10-11 00:00:00 UTC,1.0003757551652506,0.0,4094.1396494577402
2020-10-12 00:00:00 UTC,1.0030729056604697,0.0,1003.0729056604696
2020-10-13 00:00:00 UTC,0.9985289943544491,0.0,54366.845353793986
2020-10-14 00:00:00 UTC,0.9997869806524534,0.0,30756.578200336855
2020-10-15 00:00:00 UTC,0.9990361280290521,0.0,162795.9763057374
2020-10-16 00:00:00 UTC,1.0001957808764155,0.0,173122.59885168765
2020-10-17 00:00:00 UTC,0.9999365036286867,0.0,357583.25836854713
2020-10-18 00:00:00 UTC,1.002021866663425,0.0,183176.41597874634
2020-10-19 00:00:00 UTC,0.9986862687871872,0.0,1606.0471137909249
2020-10-20 00:00:00 UTC,1.013492940338106,0.0,91.37392188477565
2020-10-21 00:00:00 UTC,1.0014844385080748,0.0,1006.5267893932584
2020-10-22 00:00:00 UTC,1.0000359793606846,0.0,48920.90925560358
2020-10-23 00:00:00 UTC,1.006902086014208,0.0,5979.190081696014
2020-10-24 00:00:00 UTC,1.0100647450858278,0.0,46192.06409826038
2020-10-25 00:00:00 UTC,0.9980056912558818,0.0,12099.191742259445
2020-10-26 00:00:00 UTC,0.9982645065950083,0.0,202026.46361909912
2020-10-27 00:00:00 UTC,1.0024285882391857,0.0,82541.68918483121
2020-10-28 00:00:00 UTC,0.9982376629146441,0.0,1127.4833983994515
2020-10-29 00:00:00 UTC,0.9999071024293004,0.0,8106.984572845362
2020-10-30 00:00:00 UTC,1.0007002920640158,0.0,59472.65383494346
2020-10-31 00:00:00 UTC,1.0016518155957237,0.0,275555.6791860916
2020-11-01 00:00:00 UTC,0.9940562887854717,0.0,26817.005962477488
2020-11-02 00:00:00 UTC,0.9946097658366146,0.0,76.72726571366175
2020-11-03 00:00:00 UTC,0.9978950455508856,0.0,168747.26092445204
2020-11-04 00:00:00 UTC,0.999107010044764,0.0,299698.2327467617
2020-11-05 00:00:00 UTC,1.0115958599921464,0.0,75197.32185717701
2020-11-06 00:00:00 UTC,0.9971688302838733,0.0,5209.468190477132
2020-11-07 00:00:00 UTC,1.0008076871455864,0.0,35841.36621570072
2020-11-08 00:00:00 UTC,0.9987587642621113,0.0,177881.76900788952
2020-11-09 00:00:00 UTC,1.008522629569244,0.0,50715.95564889792
2020-11-10 00:00:00 UTC,0.9990809228748486,0.0,9616.76074600312
2020-11-11 00:00:00 UTC,0.998772131111927,0.0,306.01634327643757
2020-11-12 00:00:00 UTC,0.9971333356947967,0.0,74584.32568621018
2020-11-13 00:00:00 UTC,0.9984611999504232,0.0,4015.6967425979333
2020-11-14 00:00:00 UTC,0.997380173675569,0.0,128.50077290680503
2020-11-15 00:00:00 UTC,0.9984147308824973,0.0,5948.553898008632
2020-11-16 00:00:00 UTC,0.9991785739619695,0.0,48.83847212693972
2020-11-17 00:00:00 UTC,0.9986778780033462,0.0,3994.7037688590212
2020-11-18 00:00:00 UTC,0.9976071475295041,0.0,70830.0985685292
2020-11-19 00:00:00 UTC,0.9894033288982872,0.0,116326.31823220506
2020-11-20 00:00:00 UTC,0.9941936440147509,0.0,25.73821261133393
2020-11-21 00:00:00 UTC,1.0010648436337504,0.0,3138.341910305191
2020-11-22 00:00:00 UTC,0.9995661760949033,0.0,445356.9902298171
2020-11-23 00:00:00 UTC,1.0229399164343247,0.0,43139.37714148606
2020-11-24 00:00:00 UTC,0.9994197955906369,0.0,8534.169330030458
2020-11-25 00:00:00 UTC,0.9970436263945585,0.0,569071.985569666
2020-11-26 00:00:00 UTC,0.9946998396332755,13242136.97322086,3721005.7971210843
2020-11-27 00:00:00 UTC,1.000108337969568,15615875.450510066,16238479.31002237
2020-11-28 00:00:00 UTC,0.9989737105362074,17429851.80055718,4196954.055024091
2020-11-29 00:00:00 UTC,0.9980076063843005,17361104.309230927,3731229.0581252743
2020-11-30 00:00:00 UTC,1.0013171431950103,17380031.013081208,860090.8078742864
2020-12-01 00:00:00 UTC,0.9974863125651638,17438014.658578906,3813047.626468274
2020-12-02 00:00:00 UTC,1.002815413503735,17591933.64819767,9653114.62692054
2020-12-03 00:00:00 UTC,1.002787030860718,23577080.681236643,2420061.842127957
2020-12-04 00:00:00 UTC,0.9981171836273766,101039878.17259073,3785922.629813819
2020-12-05 00:00:00 UTC,1.0011035146647211,104252289.95108606,6091615.591153647
2020-12-06 00:00:00 UTC,1.0047687530326463,107833483.86118312,5123501.760788875
2020-12-07 00:00:00 UTC,1.0151129424108085,111579186.6581186,4387988.746012827
2020-12-08 00:00:00 UTC,1.0079328484584344,118292291.48776764,3532472.627228714
2020-12-09 00:00:00 UTC,1.0029242337460897,125312764.1455783,5456740.329453045
2020-12-10 00:00:00 UTC,0.9953800679478355,124170953.87325205,8259403.3167512175
2020-12-11 00:00:00 UTC,0.9930453773995459,130420098.30392976,8339329.72732896
2020-12-12 00:00:00 UTC,0.99741067247472,143014466.5981129,17954402.56590161
2020-12-13 00:00:00 UTC,1.000180897771039,143343275.98570555,4971472.191571207
2020-12-14 00:00:00 UTC,0.9961731264971588,142780511.84238604,3376398.918749946
2020-12-15 00:00:00 UTC,1.0059596821377113,144128190.4063731,3487930.3413625485
2020-12-16 00:00:00 UTC,0.9988278184734849,143040622.6267041,2115834.4570763097
2020-12-17 00:00:00 UTC,1.0093151070566826,147470739.55742067,7487752.632305254
2020-12-18 00:00:00 UTC,1.001259546746764,148668215.98190826,18558562.863714658
2020-12-19 00:00:00 UTC,1.0091655989466053,151358105.57348692,9791738.936143495
2020-12-20 00:00:00 UTC,0.9976666039461148,150103233.93515253,6450407.4304957045
2020-12-21 00:00:00 UTC,0.9982526696168416,150028628.70895362,5220991.048199803
2020-12-22 00:00:00 UTC,1.0046451132277512,153241994.12258014,12487610.021268543
2020-12-23 00:00:00 UTC,1.004933976865827,153266407.6956432,15358889.173275338
2020-12-24 00:00:00 UTC,1.000233764595413,157942086.09512103,19269347.882488884
2020-12-25 00:00:00 UTC,1.0024030968131918,163744863.07456258,14203674.993479362
2020-12-26 00:00:00 UTC,1.0230986688394514,167668179.25666434,10825865.2854996
2020-12-27 00:00:00 UTC,0.998203516548,163180749.7288824,7668266.8087841915
2020-12-28 00:00:00 UTC,0.9931194504245006,163775222.60236382,18308557.52053478
2020-12-29 00:00:00 UTC,1.0046007740957072,167355203.2252124,18364523.281620562
2020-12-30 00:00:00 UTC,1.0084112775797318,174392497.0791527,20694947.272897214
2020-12-31 00:00:00 UTC,1.0076316064463433,182459746.6672349,12104511.14946766
2021-01-01 00:00:00 UTC,0.9960166110700519,180996653.06431344,7616741.998944425
2021-01-02 00:00:00 UTC,1.0039285627076275,182695620.40164575,3538766.709830173
2021-01-03 00:00:00 UTC,1.0052493735215133,182264240.4372231,6126694.861501624
2021-01-04 00:00:00 UTC,0.9809307242924163,182908574.12520623,8564947.924914267
2021-01-05 00:00:00 UTC,0.9931721216422018,182776687.42729542,19709030.3074799
2021-01-06 00:00:00 UTC,1.0040692116884558,186343478.79834616,9316476.43471709
2021-01-07 00:00:00 UTC,1.01877743384934,188718319.31735367,4569695.233799178
2021-01-08 00:00:00 UTC,1.0054498739809496,184737917.92197707,21327084.786413874
2021-01-09 00:00:00 UTC,1.0129743006357996,187409432.87561995,20028034.889370825
2021-01-10 00:00:00 UTC,0.996195729978062,184841885.57720774,11990913.474486085
2021-01-11 00:00:00 UTC,1.003249334304509,186328684.8729249,17291005.229029033
2021-01-12 00:00:00 UTC,1.0144884065313862,187675578.8796392,41000031.43170378
2021-01-13 00:00:00 UTC,1.0080176065914839,195438405.00982213,29696748.7186236
2021-01-14 00:00:00 UTC,0.9907653743674549,191936818.23209703,23325382.301980287
2021-01-15 00:00:00 UTC,1.0168648528568156,196616421.95665798,21628711.40451591
2021-01-16 00:00:00 UTC,1.0058160559456513,195927504.6489665,15400962.238541035
2021-01-17 00:00:00 UTC,1.0067385198863223,195924960.95019206,12329756.44281503
2021-01-18 00:00:00 UTC,0.977343060054823,189913267.4742558,8190297.6903367005
2021-01-19 00:00:00 UTC,1.0117714909480973,196732008.32559115,11745230.179774834
2021-01-20 00:00:00 UTC,1.0010745615155834,194769589.52360147,22810950.006319348
2021-01-21 00:00:00 UTC,1.01711214088409,200790260.648843,19660767.187361125
2021-01-22 00:00:00 UTC,0.997434084201809,205668542.17555267,25625774.957889248
2021-01-23 00:00:00 UTC,1.0077678715627894,214725090.56969172,47193100.82254188
2021-01-24 00:00:00 UTC,1.010425937669945,224052092.07176998,23718893.49652681
2021-01-25 00:00:00 UTC,1.0005875438614171,223650264.22845036,12881518.367269559
2021-01-26 00:00:00 UTC,0.9994884563935862,247574810.68859997,33488992.253886677
2021-01-27 00:00:00 UTC,1.0122012295361396,252884503.8073285,55533792.46806938
2021-01-28 00:00:00 UTC,0.9999440869032376,257329635.9134274,49975049.87733584
2021-01-29 00:00:00 UTC,1.0148893921596354,262359412.01548344,81516214.52915545
2021-01-30 00:00:00 UTC,1.0198604335603518,266350104.05521253,60781487.40553502
2021-01-31 00:00:00 UTC,1.028497001645067,268897724.44967836,37618317.785043724
2021-02-01 00:00:00 UTC,1.0391620960796613,271155215.634817,55874462.22268496
2021-02-02 00:00:00 UTC,1.0277952671921853,267992239.6573226,81143598.69269878
2021-02-03 00:00:00 UTC,1.0282992792672208,268915556.92887783,95156212.10710724
2021-02-04 00:00:00 UTC,1.012545844805867,263074628.15585455,95106100.04483907
2021-02-05 00:00:00 UTC,0.995516445933945,259223161.23647636,60080030.6134051
2021-02-06 00:00:00 UTC,1.0176630346892321,263390001.3388629,64695788.00802616
2021-02-07 00:00:00 UTC,1.0026615491335205,260286059.32484642,49969420.42218862
2021-02-08 00:00:00 UTC,1.0233170255312263,265615500.7003446,34458095.18577692
2021-02-09 00:00:00 UTC,1.022604578493692,273647825.97216153,133376936.20193657
2021-02-10 00:00:00 UTC,1.009627513801234,289765659.7391986,110261059.6910574
2021-02-11 00:00:00 UTC,1.0040556727538783,306966763.43306357,72555486.96635358
2021-02-12 00:00:00 UTC,0.9975753897304794,331462870.8974912,42336383.97581489
2021-02-13 00:00:00 UTC,1.0041697631274638,365122479.8682848,61517468.0254629
2021-02-14 00:00:00 UTC,0.9959566077668175,396505375.0777917,36684906.10864539
2021-02-15 00:00:00 UTC,0.9985595623851763,422549668.5102651,35655808.083156124
2021-02-16 00:00:00 UTC,0.989219922127099,438016348.888616,47493977.06904282
2021-02-17 00:00:00 UTC,0.9998510760672159,461443490.5075932,79019540.31126769
2021-02-18 00:00:00 UTC,1.0011648504447885,484715025.97421706,65800875.094185375
2021-02-19 00:00:00 UTC,1.0028592322839545,501750520.4494404,62215488.036369115
2021-02-20 00:00:00 UTC,1.0107289649879936,521546592.4319556,48885597.49654931
2021-02-21 00:00:00 UTC,1.007130772856911,538886197.6212016,104985591.6856227
2021-02-22 00:00:00 UTC,1.0053595542393907,560260122.31005,72916914.4341153
2021-02-23 00:00:00 UTC,1.0090027270150461,586177310.8680123,123241401.93446368
2021-02-24 00:00:00 UTC,1.0088888683677004,591479770.1906992,136348403.05441022
2021-02-25 00:00:00 UTC,1.0070380926577394,609048879.2648288,80689703.39605024
2021-02-26 00:00:00 UTC,0.9950611052440455,628633240.8787793,76535442.41866463
2021-02-27 00:00:00 UTC,1.0036771935441597,656411129.5629932,65499187.331211396
2021-02-28 00:00:00 UTC,1.0011104481818718,674569399.9735565,32388020.83085493
2021-03-01 00:00:00 UTC,0.9957140048273182,692211929.4620826,43765048.693056926
2021-03-02 00:00:00 UTC,1.0036888748902373,707076386.7935135,64188584.73769203
2021-03-03 00:00:00 UTC,1.019717832012135,719032690.7010751,54977742.13135809
2021-03-04 00:00:00 UTC,0.9978871326888702,725186555.2278433,75532962.68098511
2021-03-05 00:00:00 UTC,0.9999183532955077,748242160.1630607,84685182.3414823
2021-03-06 00:00:00 UTC,1.0057245168718998,766350468.8413402,94549665.83721542
2021-03-07 00:00:00 UTC,1.0034329807401352,774838573.474066,55196314.23356404
2021-03-08 00:00:00 UTC,1.0069360126580735,786020202.253029,47014449.658194035
2021-03-09 00:00:00 UTC,1.0122736897699784,805533802.8122618,84007341.04226242
2021-03-10 00:00:00 UTC,1.0031314193407248,832898278.9219853,106565772.18044926
2021-03-11 00:00:00 UTC,1.0005741800783088,866999030.7469753,97164110.99378747
2021-03-12 00:00:00 UTC,1.0024448544849986,904563978.7686275,64043434.95978266
2021-03-13 00:00:00 UTC,1.008979372784807,961849044.2990279,104690827.11107807
2021-03-14 00:00:00 UTC,1.0117088361166338,1006013913.6777877,63555029.46287564
2021-03-15 00:00:00 UTC,0.9941369166520321,1026406078.151378,73272678.80418779
2021-03-16 00:00:00 UTC,0.9953351909306494,1065669555.7408179,130732151.43152481
2021-03-17 00:00:00 UTC,1.0152930772163415,1136234636.9097028,160638478.71961603
2021-03-18 00:00:00 UTC,1.0067289251115088,1189864975.526729,232044410.01230898
2021-03-19 00:00:00 UTC,1.0038473052464951,1246903328.7162304,96133151.15256509
2021-03-20 00:00:00 UTC,1.0052370470860035,1284421583.8244777,152520214.07471552
2021-03-21 00:00:00 UTC,0.997084096715132,1303211668.2062619,45612709.304708555
2021-03-22 00:00:00 UTC,0.9987340946507073,1335453603.0558825,66466488.896615505
2021-03-23 00:00:00 UTC,0.999084601042436,1368166973.950042,100565582.31396534
2021-03-24 00:00:00 UTC,1.0036835663489159,1397152653.3132808,103555800.02205908
2021-03-25 00:00:00 UTC,1.0046305125264232,1423201063.9326618,110643917.79603171
2021-03-26 00:00:00 UTC,1.0011906519032074,1438220373.214821,93935630.21336637
2021-03-27 00:00:00 UTC,1.0068449898698792,1486848213.0369298,106690271.1246947
2021-03-28 00:00:00 UTC,0.9980099765279147,1512990094.512172,45584084.789015576
2021-03-29 00:00:00 UTC,1.018760951601004,1582514891.7366517,51838115.44224399
2021-03-30 00:00:00 UTC,1.0003594428713174,1578659512.7433555,129481634.626162
2021-03-31 00:00:00 UTC,1.003942394382607,1599916247.1151218,82513813.88576621
2021-04-01 00:00:00 UTC,0.9990385324057529,1621615752.3003802,77028359.09625617
2021-04-02 00:00:00 UTC,0.9992655749704243,1648440935.8419023,76712237.94663472
2021-04-03 00:00:00 UTC,0.9971018132710415,1667896334.8550436,61624680.50830105
2021-04-04 00:00:00 UTC,1.00038983643046,1672554747.775079,48811367.665576465
2021-04-05 00:00:00 UTC,1.0020281769306416,1682924321.966306,30498332.14840361
2021-04-06 00:00:00 UTC,0.9989313041304216,1688553144.3843677,73159437.87720045
2021-04-07 00:00:00 UTC,1.0002389467088781,1706524797.711688,76565510.5078099
2021-04-08 00:00:00 UTC,0.9918775039811645,1706888332.587069,89598908.94278988
2021-04-09 00:00:00 UTC,1.005043785211813,1733893093.9347548,72112571.58570476
2021-04-10 00:00:00 UTC,1.0031079188590315,1742430630.0619776,165179191.46512464
2021-04-11 00:00:00 UTC,1.0115074726079747,1759890255.139928,77091628.25641917
2021-04-12 00:00:00 UTC,0.9994560393503005,1749622790.5247145,51917393.18586171
2021-04-13 00:00:00 UTC,0.9974473354676574,1755775137.5095448,123853689.58425692
2021-04-14 00:00:00 UTC,1.004731222400045,1781026833.6388853,94278031.7097459
2021-04-15 00:00:00 UTC,0.9983509662687853,1776099438.2789168,60145843.04104653
2021-04-16 00:00:00 UTC,0.9989349462696743,1782877757.2743053,44480823.456552826
2021-04-17 00:00:00 UTC,1.0064880495809962,1818748632.539731,61835921.00958279
2021-04-18 00:00:00 UTC,0.996770454683844,1788020223.466444,69402654.09536216
2021-04-19 00:00:00 UTC,0.9985704327001433,1809085957.466611,118883280.1551691
2021-04-20 00:00:00 UTC,0.9952961541024264,1810300748.517923,263957001.82338008
2021-04-21 00:00:00 UTC,1.000434063454507,1832654233.9179153,107956733.31568107
2021-04-22 00:00:00 UTC,1.0056599149889935,1846520540.3015401,103121705.69609828
